timestamp,workload,batch_size,latency_ms,power_w,throughput
1771642748.6554956,default,2,21.929293101606277,56.66,45.60110512302615
1771642749.263218,default,2,60.23220740074832,20.0,16.602413279437208
1771642749.464877,default,2,53.88129338865865,20.0,18.559316918893558
1771642749.666278,default,2,41.90756244207068,20.0,23.86204163943708
1771642749.8678436,default,2,59.928802975867285,20.0,16.686467113362664
1771642750.0702624,default,2,41.80159786783157,20.0,23.922530501389048
1771642750.2720885,default,2,42.62382209276648,20.0,23.461058884480142
1771642750.4750745,default,2,56.02721188619477,20.0,17.848469811977246
